鲁迅	中国	友邦人士，莫名惊诧，长此以往，国将不国。	《友邦惊诧论》（1931年） 衍生meme语句：友邦惊诧。
鲁迅	中国	没有吃过人的孩子，或者还有？救救孩子……	《狂人日记》（1918年）
鲁迅	中国	死者倘不埋在活人的心中，那就真真死掉了。	《空谈》（1926年）
鲁迅	中国	非有天马行空似的大精神即无大艺术的产生。	《苦闷的象征·引言》（1924年）
鲁迅	中国	我向来是不惮以最坏的恶意来推测中国人的。	《记念刘和珍君》（1926年）
鲁迅	中国	反革命者的野兽性，革命者倒是会很难推想的。	《 后记》（1933年）
鲁迅	中国	激烈得快的，也平和的快，甚至于也颓废的快。	《上海文艺之一瞥》（1931年）
鲁迅	中国	倘有陌生的声音叫你的名字，你万不可答应他。	《从百草园到三味书屋》（1926年）
鲁迅	中国	假使做事要面面顾到，那就什么事都不能做了。	《关于知识阶级》（1927年）
鲁迅	中国	事实是毫无情面的东西，它能将空言打得粉碎。	《安贫乐道法》（1934年）
鲁迅	中国	我不愿彷徨于明暗之间，我不如在黑暗里沉没。	《影的告别》（1924年）
鲁迅	中国	在小说里可以发见社会，也可以发见我们自己。	《文艺与政治的歧途》（1927年）
鲁迅	中国	真，自然是不容易的。譬如态度，就不容易真。	《无声的中国》（1927年）
鲁迅	中国	以人为鉴，明白非常，是使人能够反省的妙法。	《毁灭》的译后记（1931年）
鲁迅	中国	虫蛆也许是不干净的，但它们并没有自命清高。	《狗·猫·鼠》（1926年）
鲁迅	中国	我们先前——比你阔的多啦！你算是什么东西！	《阿Q正传》（1921年）中，主角提出「祖上阔过」的精神胜利话术
鲁迅	中国	我好像一只牛，吃的是草，挤出的是牛奶，血。	许广平《鲁迅夫子》挽词中对丈夫言论的追忆
鲁迅	中国	无论如何，不革新，是生存也为难的，而况保古。	《忽然想到·六》（1925年）
鲁迅	中国	要自己思索，自己觀察。倘只看書，便變成書廚。	《读书杂谈》（1927年）
鲁迅	中国	人类总不会寂寞，因为生命是进步的，是乐天的。	《随感录六十六》（1919年）
鲁迅	中国	惟独革命家，无论他生或死，都能给大家以幸福。	《黄花节的杂感》（1927年）
鲁迅	中国	.一个独身的生活，决不能常往安逸方面着想的。	孙伏园《哭鲁迅先生》中对鲁迅言论的回忆
鲁迅	中国	这是我做的么？我想。看下去，似乎也确是我做的。	《〈坟〉的题记》（1926年）
鲁迅	中国	必须敢于正视，这才可望敢想，敢说，敢作，敢当。	《论睁了眼看》（1925年）
鲁迅	中国	我有时也不大能够分清那句是谣言，那句是真话了。	《谣言世家》（1933年）
鲁迅	中国	人而没有「坚信」，狐狐疑疑，也许并不是好事情。	《运命》（1934年）
鲁迅	中国	我自爱我的野草，但我憎恶这以野草作装饰的地面。	《野草题辞》（1927年）
鲁迅	中国	说话说到有人厌恶，比起毫无动静来，还是一种幸福。	《〈坟〉的题记》（1926年）
鲁迅	中国	一碗酸辣汤，耳闻口讲的，总不如亲自呷一口的明白。	《记「发薪」》（1926年）
鲁迅	中国	我以为要少——或者竟不——看中国书，多看外国书。	《青年必读书》（1925年）
鲁迅	中国	人在天性上不能没有憎，而这憎，又或根于更广大的爱。	《 译者附记》（1921年）
鲁迅	中国	蒙蔽是不能长久的，接着起来的又将是一场血腥的战斗。	《中国文坛上的鬼魅》（1934年）
鲁迅	中国	天才们无论怎样说大话，归根结蒂，还是不能凭空创造。	《叶紫作序》（1935年）
鲁迅	中国	凡事无论大小，只要和自己有些相干，便不免格外警觉。	《并非闲话》（1925年）
鲁迅	中国	怀疑并不是缺点。总是疑，而并不下断语，这才是缺点。	《我要骗人》（1936年）
鲁迅	中国	真的猛士，敢于直面惨淡的人生，敢于正视淋漓的鲜血。	《记念刘和珍君》（1926年）
鲁迅	中国	将来是现在的将来，于现在有意义，才于将来会有意义。	《论「第三种人」》（1932年）
鲁迅	中国	中国人自然有迷信，也有「信」，但好像很少「坚信」。	《运命》（1934年）
鲁迅	中国	勇者憤怒，抽刃向更強者；怯者憤怒，卻抽刃向更弱者。	《雜感》（1925年）
鲁迅	中国	什么是休息，我是不懂得的，怎样娱乐，我也全不会的。	许广平《鲁迅全集编校后记》（1938年）中对丈夫言论的追忆
鲁迅	中国	哪里有天才？我是把别人喝咖啡的工夫都用在工作上的。	许广平《鲁迅全集编校后记》（1938年）中对丈夫言论的追忆
鲁迅	中国	「爸爸」和前辈的话，固然也要听的，但也须说得有道理。	《从孩子的照相说起》（1934年）
鲁迅	中国	大话不宜讲得太早，否则，倘有记性，将来想到时会脸红。	《导师》（1925年）
鲁迅	中国	阔的聪明人种种譬如昨日死。不阔的傻子种种实在昨日死。	《小杂感》（1927年）
鲁迅	中国	只要谁露出真价值来，即使只值半文，我决不敢轻薄半句。	《我还不能「带住」》（1926年）
鲁迅	中国	有缺点的战士终竟是战士，完美的苍蝇也终竟不过是苍蝇。	《战士和苍蝇》（1925年）
鲁迅	中国	帮朋友的忙，帮到后来，只忙了自己，这是常常要遇到的。	《致萧军、萧红》（1935年4月23日）
鲁迅	中国	不满是向上的车轮，能够载着不自满的人类，向人道前进。	《随感录六十一》（1919年） 衍生语句：不满足是向上的齿轮。
鲁迅	中国	」一劳永逸」的话，有是有的，而「一劳永逸」的事却极少。	《再论重译》（1934年）
